start,Waypoint number,Beaufort state (1-10),Boat speed (kmph),"Distance travelled (odometer, km)",Visibility (WGF; all out of 3),Number of fishing boats: small/medium,Number of fishing boats: large,Number of tourist boats,Comments,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index,Rep
2026-02-16T10:32:04.328+05:30,125,,12.5,48,221,,,,,,,,,,,,,,,
2026-02-16T10:36:37.396+05:30,126,,14,49,221,,,,"Many boats docked throughout the beach stretch, so can't go closer to the beach",,,,,,,,,,,
2026-02-16T10:41:27.207+05:30,127,,12.6,50,221,,,,,,,,,,,,,,,
2026-02-16T10:46:12.236+05:30,128,,13.2,51,221,,,,,,,,,,,,,,,
2026-02-16T10:50:45.559+05:30,129,,13.2,52,,,1,,Trawler,,,,,,,,,,,
2026-02-16T10:54:55.519+05:30,130,,12.6,53,,,,,,,,,,,,,,,,
2026-02-16T10:59:18.710+05:30,131,,12.6,54,221,,5,,Trawlers,,,,,,,,,,,
2026-02-16T11:04:00.452+05:30,134,,11.5,55,,,,,,,,,,,,,,,,
2026-02-16T11:09:50.491+05:30,136,,13,56,121,,,12,Aguada bay,,,,,,,,,,,
2026-02-16T11:13:52.289+05:30,137,,14.6,57,,,,4,,,,,,,,,,,,
2026-02-16T11:18:06.717+05:30,138,,13,58,121,,,,,,,,,,,,,,,
2026-02-16T11:23:01.641+05:30,139,,14.5,59,,,,,,,,,,,,,,,,
2026-02-16T11:27:02.521+05:30,141,,15,60,,,,1,,,,,,,,,,,,
2026-02-17T07:07:10.348+05:30,141,2,11.2,0.1,112,,,,1 gillnet submerged,,,,,,,,,,,
2026-02-17T07:12:33.780+05:30,142,,9.9,1,112,,,,1 gillnet,,,,,,,,,,,
2026-02-17T07:17:53.235+05:30,143,,12.6,2,,,,,,,,,,,,,,,,
2026-02-17T07:22:16.168+05:30,145,,13.6,3,,2,,,,,,,,,,,,,,
2026-02-17T07:27:24.856+05:30,146,,14.5,4.15,,,,,,,,,,,,,,,,
2026-02-17T07:30:51.240+05:30,147,,12.5,5,211,,,,,,,,,,,,,,,
2026-02-17T07:35:08.964+05:30,148,,13,6,211,,,,,,,,,,,,,,,
2026-02-17T07:39:39.933+05:30,149,,12.6,7,211,,,,,,,,,,,,,,,
2026-02-17T07:44:30.309+05:30,150,,14,8,,,,,,,,,,,,,,,,
2026-02-17T07:48:45.614+05:30,151,,13.2,9,,,,,,,,,,,,,,,,
2026-02-17T07:53:54.805+05:30,152,,13.5,10.1,211,,,,,,,,,,,,,,,
2026-02-17T07:58:52.905+05:30,153,,12.5,11.2,,,,,,,,,,,,,,,,
2026-02-17T08:03:16.774+05:30,154,,13,12.2,121,,,,,,,,,,,,,,,
2026-02-17T08:06:45.890+05:30,155,,13.5,13,121,,,,,,,,,,,,,,,
2026-02-17T08:11:16.525+05:30,156,,12.6,14,121,,,,Hazy. High aqi,,,,,,,,,,,
2026-02-17T08:15:38.713+05:30,157,,12,15,,,,,,,,,,,,,,,,
2026-02-17T08:26:10.124+05:30,158,,13.5,17.3,121,,,,,,,,,,,,,,,
2026-02-17T08:29:43.948+05:30,159,,12,18.1,121,,,,,,,,,,,,,,,
2026-02-17T08:34:17.642+05:30,160,,13.6,19.15,,,,,,,,,,,,,,,,
2026-02-17T08:37:55.773+05:30,162,,14.3,20,121,,,,"Glassy, calm waters. Feels like a simulation",,,,,,,,,,,
2026-02-17T08:42:16.883+05:30,164,,13,21,,,,,,,,,,,,,,,,
2026-02-17T08:47:51.081+05:30,165,,12.2,22,,,,,,,,,,,,,,,,
2026-02-17T08:52:29.188+05:30,166,,12,23,,,,,,,,,,,,,,,,
2026-02-17T08:57:01.151+05:30,169,,12,24,121,,1,,Trawler 500m right with dolphins,,,,,,,,,,,
2026-02-17T09:01:56.968+05:30,171,,12.1,25,121,,,,Very calm waters. Can see far away,,,,,,,,,,,
2026-02-17T09:06:41.953+05:30,172,,12.6,26,,,,,,,,,,,,,,,,
2026-02-17T09:11:33.934+05:30,173,,6,27,,,,,,,,,,,,,,,,
2026-02-17T09:19:17.722+05:30,175,,13,28.1,121,,,,,,,,,,,,,,,
2026-02-17T09:23:29.946+05:30,180,,12.6,29,221,,,,,,,,,,,,,,,
2026-02-17T09:27:50.054+05:30,181,,13.6,30,221,,,,,,,,,,,,,,,
2026-02-17T09:32:52.294+05:30,183,,13,31,,,,,,,,,,,,,,,,
2026-02-17T09:37:49.028+05:30,184,,13.6,32.1,221,,,,,,,,,,,,,,,
2026-02-17T09:42:19.149+05:30,186,,13.2,33.1,,,,,,,,,,,,,,,,
2026-02-17T09:47:17.520+05:30,187,,13,34.15,211,,,,Many gulls on the water,,,,,,,,,,,
2026-02-17T09:51:22.666+05:30,188,,12.6,35,221,,,,,,,,,,,,,,,
2026-02-17T09:56:09.628+05:30,189,,13.5,36,221,,,,,,,,,,,,,,,
2026-02-17T10:00:27.718+05:30,190,,13,37,221,,,,,,,,,,,,,,,
2026-02-17T10:04:47.912+05:30,191,,13.3,38,221,,,,,,,,,,,,,,,
2026-02-17T10:10:13.064+05:30,192,,13.3,39.1,,,,,,,,,,,,,,,,
2026-02-17T10:13:47.397+05:30,193,,13.5,40,211,,,,,,,,,,,,,,,
2026-02-17T10:18:36.980+05:30,194,,15,41,221,,1,,Trawler,,,,,,,,,,,
2026-02-17T10:22:45.701+05:30,196,,13.6,42,,,,,,,,,,,,,,,,
2026-02-17T10:27:11.145+05:30,199,,14,43,,,,,,,,,,,,,,,,
2026-02-17T10:35:39.565+05:30,203,,14.6,45,,,,,,,,,,,,,,,,
2026-02-17T10:40:34.106+05:30,206,,14,46.2,221,,,,,,,,,,,,,,,
2026-02-17T10:43:32.476+05:30,208,,14.6,47,,,,,,,,,,,,,,,,
2026-02-17T10:48:08.279+05:30,209,,15,48,211,,,,,,,,,,,,,,,
2026-02-17T10:52:25.309+05:30,211,,14,49,221,,,,,,,,,,,,,,,
2026-02-17T10:56:51.407+05:30,212,,14,50.1,,,,,,,,,,,,,,,,
2026-02-17T11:00:36.452+05:30,213,,14.9,51,111,,,,Very calm suddenly,,,,,,,,,,,
2026-02-17T11:04:56.574+05:30,214,,14.6,52,111,,,,,,,,,,,,,,,
2026-02-17T11:08:25.282+05:30,215,,15,53,121,,,,,,,,,,,,,,,
2026-02-17T11:12:38.566+05:30,216,,15.3,54,121,,,,,,,,,,,,,,,
2026-02-17T11:16:25.907+05:30,217,,15.6,55,121,,,,,,,,,,,,,,,
2026-02-17T11:21:06.353+05:30,218,,15,56,,,2,,Trawlers,,,,,,,,,,,
2026-02-17T11:25:17.942+05:30,219,,15,57,211,,,,,,,,,,,,,,,
2026-02-17T11:27:52.082+05:30,220,,12,57.5,,,,,Survey ends betul,,,,,,,,,,,
2026-02-18T08:04:34.716+05:30,220,3,13.5,0,211,1,,,Exiting betul,,,,,,,,,,,
2026-02-18T08:08:51.449+05:30,222,,15.6,1,111,,,,,,,,,,,,,,,
2026-02-18T08:12:47.337+05:30,225,,14.6,2,211,,,,,,,,,,,,,,,
2026-02-18T08:17:24.554+05:30,229,,12.6,3,,,,,,,,,,,,,,,,
2026-02-18T08:22:05.925+05:30,230,,13.6,4.1,211,,,,,,,,,,,,,,,
2026-02-18T08:26:50.470+05:30,231,,14.5,5.2,,,,,,,,,,,,,,,,
2026-02-18T08:30:13.033+05:30,232,,13.5,6,,1,,1,Fishing near rocks,,,,,,,,,,,
2026-02-18T08:35:25.619+05:30,233,,13.5,7.1,221,,1,,Ps. 2 small boats returning,,,,,,,,,,,
2026-02-18T08:39:25.283+05:30,234,,12.9,8,221,,1,,Trawler,,,,,,,,,,,
2026-02-18T08:43:10.293+05:30,236,,11.2,9,221,,,,,,,,,,,,,,,
2026-02-18T08:49:01.676+05:30,237,,12.5,10,121,,1,,Ps,,,,,,,,,,,
2026-02-18T08:52:31.540+05:30,238,,13.5,11,121,,,,,,,,,,,,,,,
2026-02-18T08:56:47.429+05:30,240,,14.6,12,121,,,,1 small boat returning,,,,,,,,,,,
2026-02-18T09:01:20.119+05:30,241,,15,13,221,,,,,,,,,,,,,,,
2026-02-18T09:06:10.581+05:30,242,,14,14.1,121,,,,,,,,,,,,,,,
2026-02-18T09:11:05.372+05:30,243,,13.5,15.1,121,,,,,,,,,,,,,,,
2026-02-18T09:14:03.388+05:30,244,,15,16,121,,,,,,,,,,,,,,,
2026-02-18T09:18:20.944+05:30,245,,14,17,131,,,,,,,,,,,,,,,
2026-02-18T09:22:35.216+05:30,248,,14,18,,,,,,,,,,,,,,,,
2026-02-18T09:27:17.541+05:30,250,,13.5,19,121,,,,,,,,,,,,,,,
2026-02-18T09:31:58.933+05:30,251,,13.5,20,321,,,1,Far away,,,,,,,,,,,
2026-02-18T09:36:36.928+05:30,252,,13.4,21,321,,,,,,,,,,,,,,,
2026-02-18T09:41:45.086+05:30,253,,13.2,22.05,331,,,,Very choppy waters,,,,,,,,,,,
2026-02-18T09:46:26.992+05:30,254,,12,23,331,,,,,,,,,,,,,,,
2026-02-18T09:51:52.793+05:30,255,,12.6,24,331,,,2,,,,,,,,,,,,
2026-02-18T09:56:46.973+05:30,256,,13,25.05,331,,,,Tourist boats going to the butterfly beach,,,,,,,,,,,
2026-02-18T10:00:39.669+05:30,257,,12.5,26,331,,,,,,,,,,,,,,,
2026-02-18T10:05:38.042+05:30,260,,12.6,27,231,,,2,,,,,,,,,,,,
2026-02-18T10:10:50.266+05:30,261,,13,28,221,,,,,,,,,,,,,,,
2026-02-18T10:14:59.995+05:30,262,,13,29,231,,,,,,,,,,,,,,,
2026-02-18T10:20:26.562+05:30,264,,12.4,30.05,231,,,1,,,,,,,,,,,,
2026-02-18T10:24:51.226+05:30,265,,12.5,31,221,,,1,,,,,,,,,,,,
2026-02-18T10:29:37.219+05:30,267,,12.5,32,221,,,,,,,,,,,,,,,
2026-02-18T10:34:26.802+05:30,268,,12.6,33,231,,,,,,,,,,,,,,,
2026-02-18T10:40:07.467+05:30,269,,12.5,34.2,231,,,,,,,,,,,,,,,
2026-02-18T10:43:23.100+05:30,270,,13.2,35,231,,,,,,,,,,,,,,,
2026-02-18T10:47:37.147+05:30,271,,13,36,231,,,,,,,,,,,,,,,
2026-02-18T10:53:51.822+05:30,272,,12,37.2,221,,,,,,,,,,,,,,,
2026-02-18T10:59:17.851+05:30,273,,12.5,38.3,231,,,,,,,,,,,,,,,
2026-02-18T11:03:03.531+05:30,275,,12.4,39,231,,,,End of Goa,,,,,,,,,,,
2026-02-18T11:06:56.175+05:30,277,,12.8,40,221,,,,Goa ended at 39.5k,,,,,,,,,,,
2026-02-18T11:10:47.824+05:30,278,,12.9,41,221,,,,,,,,,,,,,,,
2026-02-18T11:18:52.896+05:30,279,,13,42.5,221,,,,,,,,,,,,,,,
2026-02-18T11:22:50.475+05:30,280,,12.2,43.2,231,,,,,,,,,,,,,,,
2026-02-18T11:26:25.155+05:30,281,,13.5,44.1,221,,,,,,,,,,,,,,,
2026-02-18T11:30:12.096+05:30,282,,13.4,45,221,,,,,,,,,,,,,,,
2026-02-18T11:34:54.111+05:30,283,,12.6,46,221,,,,,,,,,,,,,,,
2026-02-18T11:39:21.841+05:30,284,,12.5,47,221,,,,,,,,,,,,,,,
2026-02-18T11:43:46.412+05:30,285,,12.4,48,221,,,,,,,,,,,,,,,
2026-02-18T11:48:35.500+05:30,286,,15.6,49,221,,,,,,,,,,,,,,,
2026-02-18T11:51:44.347+05:30,287,,13,50,221,,,,Survey ends rajbagh,,,,,,,,,,,
2026-02-19T07:38:31.813+05:30,288,2,12.6,0,111,1,,,Starting survey Rajbagh to betul,,,,,,,,,,,
2026-02-19T07:43:13.423+05:30,290,,13,1,111,1,,,,,,,,,,,,,,
2026-02-19T07:47:16.750+05:30,291,,13,2,,,,,,,,,,,,,,,,
2026-02-19T07:52:24.490+05:30,294,,13.5,3,,,,,,,,,,,,,,,,
2026-02-19T07:56:39.181+05:30,294,,14,4,111,,,2,,,,,,,,,,,,
2026-02-19T08:01:44.048+05:30,298,,13.5,5.1,111,,,2,4 kayaks,,,,,,,,,,,
2026-02-19T08:05:53.112+05:30,300,,13.5,6,111,,,,,,,,,,,,,,,
2026-02-19T08:10:00.077+05:30,301,,12.6,7,,,,,Butterfly beach,,,,,,,,,,,
2026-02-19T08:14:12.693+05:30,302,,13,8,,,,,,,,,,,,,,,,
2026-02-19T08:19:38.506+05:30,303,,12.6,9,211,,,,,,,,,,,,,,,
2026-02-19T08:24:15.754+05:30,304,,13,10,211,,,,,,,,,,,,,,,
2026-02-19T08:29:28.865+05:30,305,,13,11.1,211,,,,,,,,,,,,,,,
2026-02-19T08:33:10.747+05:30,306,,13,12,211,,,3,Boats were returning,,,,,,,,,,,
2026-02-19T08:38:10.480+05:30,307,,13.5,13,111,,,,,,,,,,,,,,,
2026-02-19T08:43:47.162+05:30,308,,13.5,14.2,211,,,,,,,,,,,,,,,
2026-02-19T08:47:55.418+05:30,309,,13,15.1,211,,,,,,,,,,,,,,,
2026-02-19T08:51:44.178+05:30,310,,13.6,16,,,,,,,,,,,,,,,,
2026-02-19T08:56:51.768+05:30,311,,13,17.05,211,,,,,,,,,,,,,,,
2026-02-19T09:00:48.618+05:30,312,,13.5,18,211,,,,,,,,,,,,,,,
2026-02-19T09:05:30.620+05:30,313,,13,19,111,,,,,,,,,,,,,,,
2026-02-19T09:10:18.476+05:30,315,,13.6,20.1,111,,,,,,,,,,,,,,,
2026-02-19T09:15:43.762+05:30,316,,14.5,21.5,,,,,,,,,,,,,,,,
2026-02-19T09:17:43.766+05:30,317,,14.6,22,111,,,,,,,,,,,,,,,
2026-02-19T09:22:07.450+05:30,318,,16,23,111,,,,"Big waves, so can't go far offshore",,,,,,,,,,,
2026-02-19T09:26:04.812+05:30,319,,14.5,24,211,,,,,,,,,,,,,,,
2026-02-19T09:30:07.138+05:30,320,,14,25,211,,,,,,,,,,,,,,,
2026-02-19T09:34:30.536+05:30,323,,14,26.1,111,,,1,Sleeping buddha rock,,,,,,,,,,,
2026-02-19T09:38:42.985+05:30,324,,14,27,121,,,,3 ps travelling,,,,,,,,,,,
2026-02-19T09:43:25.050+05:30,326,,12.5,28,121,,,,,,,,,,,,,,,
2026-02-19T09:47:36.027+05:30,327,,12.9,29,121,,,,,,,,,,,,,,,
2026-02-19T09:52:22.056+05:30,329,,12,30,121,,,1,,,,,,,,,,,,
2026-02-19T09:57:12.406+05:30,331,,14.6,31,121,,,,,,,,,,,,,,,
2026-02-19T10:01:25.430+05:30,333,,13.3,32,121,,,,,,,,,,,,,,,
2026-02-19T10:06:10.886+05:30,336,,11.5,33,121,,,,,,,,,,,,,,,
2026-02-19T10:08:59.624+05:30,337,,15,33.6,111,,,,Survey ends,,,,,,,,,,,
2026-02-21T07:02:22.662+05:30,337,,11.6,0,111,1,,,,,,,,,,,,,,
2026-02-21T07:07:58.800+05:30,338,,12,1,211,,1,,,,,,,,,,,,,
2026-02-21T07:12:31.201+05:30,339,,12.6,2,211,,1,,Trawler,,,,,,,,,,,
2026-02-21T07:17:15.044+05:30,340,,13.5,3,211,,,,,,,,,,,,,,,
2026-02-21T07:21:27.746+05:30,342,,13.6,4,211,,,,,,,,,,,,,,,
2026-02-21T07:26:08.193+05:30,343,,13,5,211,,1,,Trawler,,,,,,,,,,,
2026-02-21T07:30:33.430+05:30,344,,13,6,211,,,,,,,,,,,,,,,
2026-02-21T07:35:07.002+05:30,348,,12,7,211,,,,,,,,,,,,,,,
2026-02-21T07:39:51.702+05:30,350,,13,8,2111,,,,,,,,,,,,,,,
2026-02-21T07:44:19.341+05:30,353,,13,9,,,,,,,,,,,,,,,,
2026-02-21T07:49:33.196+05:30,354,,13.2,10.1,211,2,,,Purse seines,,,,,,,,,,,
2026-02-21T07:53:31.682+05:30,355,,13.6,11,211,,,,,,,,,,,,,,,
2026-02-21T07:58:06.959+05:30,356,,13.5,12,,1,,,Mps,,,,,,,,,,,
2026-02-21T08:02:25.647+05:30,358,,13.6,13,211,,,,,,,,,,,,,,,
2026-02-21T08:06:33.366+05:30,359,,13.5,14,211,,2,,,,,,,,,,,,,
2026-02-21T08:11:30.279+05:30,361,,14,15,211,,,,,,,,,,,,,,,
2026-02-21T08:20:26.853+05:30,364,,14.2,17.1,,,,,,,,,,,,,,,,
2026-02-21T08:24:51.811+05:30,365,,14,18,211,,,,,,,,,,,,,,,
2026-02-21T08:33:19.596+05:30,366,,13.6,20,211,,,,,,,,,,,,,,,
2026-02-21T08:37:57.580+05:30,367,,14.8,21,,,,,,,,,,,,,,,,
2026-02-21T08:43:39.219+05:30,369,,13.2,22.3,221,,,,,,,,,,,,,,,
2026-02-21T08:46:52.363+05:30,372,,13.8,23,211,,,,,,,,,,,,,,,
2026-02-21T08:50:46.645+05:30,373,,14,24,221,,,,,,,,,,,,,,,
2026-02-21T08:55:28.507+05:30,375,,14,25,221,,,,,,,,,,,,,,,
2026-02-21T08:59:42.670+05:30,376,,13.8,26,221,,,,,,,,,,,,,,,
2026-02-21T09:04:35.425+05:30,377,,14.6,27,121,,,,,,,,,,,,,,,
2026-02-21T09:17:59.466+05:30,380,,13.2,30,111,,,,,,,,,,,,,,,
2026-02-21T09:22:11.852+05:30,381,,14,31,111,,,,,,,,,,,,,,,
2026-02-21T09:26:23.420+05:30,382,,14,32,211,,,,,,,,,,,,,,,
2026-02-21T09:30:35.139+05:30,383,,14.5,33,211,,,1,,,,,,,,,,,,
2026-02-21T09:37:43.138+05:30,384,,15,34.2,211,,,,,,,,,,,,,,,
2026-02-21T09:39:21.635+05:30,385,,14,35,211,,,,,,,,,,,,,,,
2026-02-21T09:43:18.037+05:30,387,,13.6,36,211,,,1,,,,,,,,,,,,
2026-02-21T09:48:10.823+05:30,388,,13.5,37,,,,,,,,,,,,,,,,
2026-02-21T09:51:47.772+05:30,389,,14,38,211,,,,2 catamerans going to dive ,,,,,,,,,,,
2026-02-21T09:57:21.493+05:30,390,,14.4,39.2,221,,,,,,,,,,,,,,,
2026-02-21T10:00:22.283+05:30,391,,13.7,40,,,,,,,,,,,,,,,,
2026-02-21T10:07:05.444+05:30,392,,13,41.4,211,,,,,,,,,,,,,,,
2026-02-21T10:09:48.219+05:30,393,,13.2,42,211,,,,,,,,,,,,,,,
2026-02-21T10:14:38.734+05:30,394,,13,43,,,,,,,,,,,,,,,,
2026-02-21T10:19:47.870+05:30,396,,13.8,44.2,211,,,,,,,,,,,,,,,
2026-02-21T10:23:36.160+05:30,397,,13,45.1,,,,,4 diving boats,,,,,,,,,,,
2026-02-21T10:27:37.643+05:30,398,,14,46,221,,,,,,,,,,,,,,,
2026-02-21T10:32:05.446+05:30,400,,13.2,47,211,,2,1,Trawlers,,,,,,,,,,,
2026-02-21T10:36:12.011+05:30,401,,13.5,48,211,,,9,2 trawlers and many tourist boats arond,,,,,,,,,,,
2026-02-21T10:40:36.276+05:30,402,,12.3,49,221,,,,,,,,,,,,,,,
2026-02-21T10:44:58.878+05:30,403,,13.5,50,221,,,,,,,,,,,,,,,
2026-02-21T10:49:41.295+05:30,404,,12.7,51,,,,,2 parasailing boats,,,,,,,,,,,
2026-02-21T10:54:18.207+05:30,405,,13,52,211,,,,,,,,,,,,,,,
2026-02-21T10:58:58.013+05:30,406,,13.5,53,211,,1,,Trawler,,,,,,,,,,,
2026-02-21T11:03:03.395+05:30,407,,13.2,54,221,,,,,,,,,,,,,,,
2026-02-21T11:07:41.035+05:30,408,,13.6,55,221,,,,Boats are far away,,,,,,,,,,,
2026-02-21T11:11:50.807+05:30,409,,14,56,221,,,,,,,,,,,,,,,
2026-02-21T11:16:53.445+05:30,410,,13,57,221,,,,,,,,,,,,,,,
2026-02-21T11:21:02.746+05:30,411,,13.6,58,,,,,,,,,,,,,,,,
2026-02-21T11:25:48.909+05:30,412,,12.2,59,,,,,,,,,,,,,,,,
2026-02-21T11:30:26.194+05:30,413,,14,60,,,,,,,,,,,,,,,,
2026-02-21T11:35:44.052+05:30,414,,13.9,61.2,211,,,,,,,,,,,,,,,
2026-02-21T11:39:46.801+05:30,415,,13.5,62.1,,,,,,,,,,,,,,,,
2026-02-21T11:43:28.864+05:30,416,,15,63,221,,,,,,,,,,,,,,,
2026-02-21T11:45:58.161+05:30,417,,17.5,63.75,,,,,Survey ends,,,,,,,,,,,
